"188","52.442716","13.29428" 
"189","52.448366","13.354087" 
"190","52.446663","13.360943" 
"191","52.445038","13.384942" 
"192","52.436059","13.274345" 
"193","52.426227","13.320438" 
"194","52.428162","13.328437" 
"195","52.438226","13.386974" 
"196","52.431463","13.346304" 
"197","52.413608","13.307661" 
"198","52.422864","13.381072" 
"199","52.520186","13.390455" 
"200","52.52416","13.370859" 
"201","52.531335","13.389729" 
"202","52.540717","13.405697" 
"203","52.53665","13.371505" 
"204","52.535238","13.384094" 
"205","52.544084","13.425773" 
"206","52.550625","13.428218" 
"207","52.554192","13.396806" 
"208","52.551378","13.368976" 
"209","52.554436","13.396038" 
"210","52.553751","13.407778" 
"211","52.555921","13.378098" 
"212","52.555921","13.367579" 
"213","52.570937","13.380822"
"214","52.56522","13.391818" 
"215","52.580746","13.363077" 
"216","52.552181","13.425656" 
"217","52.550841","13.429119"
"218","52.545097","13.425263" 
"219","52.567109","13.411882" 
"220","52.570793","13.41078" 
"221","52.577203","13.426758" 
"222","52.583659","13.402437" 
"223","52.569091","13.40384" 
"224","52.570774","13.398446" 
"225","52.591245","13.383786" 
"226","52.578232","13.398838" 
"227","52.575452","13.399384" 
"228","52.580266","13.401842" 
"229","52.583751","13.402662" 
"230","52.586821","13.401433" 
"231","52.58989","13.403003" 
"232","52.584724","13.408999" 
"233","52.577282","13.427974" 
"234","52.575997","13.424887" 
"235","52.574899","13.419611" 
"236","52.570749","13.410759" 
